РАЗДЕЛ	Метки	Номер	Автор	Название	Комментарий	Серия/цикл	Номер в серии	Папка	Файл
Социально-гуманитарная литература	Соц. Политика	2092	Бурдукова И.И., Чистяков А.Н., Борзова Е.П.	Политические и избирательные системы. Государства Британского содружества. Том 1	В учебном пособии отражена эволюция политических систем отдельных стран мирового сообщества. На широком историческом и политологическом материале рассматривается динамика развития политических систем	Политические и избирательные системы	1	hum\Политические и избирательные системы	Политические и избирательные системы. Государства Британского содружества. Том 1#00Xk.zip
Естествознание	Земля	2093	Бурлаков Ю.К.	Папанинская четверка: взлеты и падения	Данное издание рассказывает об истории папанинской четверки, книга своевременно выходит к 70-летнему юбилею дрейфующей станции <Северный полюс-1>. История первой дрейфующей станции <Северный полюс> за			nature	Бурлаков Ю.К._Папанинская четверка - взлеты и падения#00Xl.zip
Естествознание	Биол. Антропогенез	2094	Бутовская М.Л.	Антропология пола	Книга знакомит читателя с современными представлениями о половом отборе, его роли в формировании современных видов животных и человека. Пол и гендер в человеческом обществе представлены как комплексны			nature\Бутовская М.Л.	Антропология пола#00Xm.zip
Естествознание	Биол. Антропогенез	2095	Бутовская М.Л.	Тайны пола. Мужчина и женщина в зеркале эволюции	"Бутовская Марина Львовна - доктор исторических наук, антрополог, зав. Центром эволюционной антропологии Института этнологии и антропологии РАН, проф. Центра социальной антропологии РГГУ.
Область науч"			nature\Бутовская М.Л.	Тайны пола. Мужчина и женщина в зеркале эволюции#00Xn.zip
Техническая литература	Инф. Delphi	2096	Буторин Д.Н.	MS Agent и Speech API в Delphi	Буторин Д. Н. Б93 MS Agent и Speech API в Delphi. - СПб.: БХВ-Петербург, 2005. - 448 с.: ил.			tech	Буторин Д.Н._MS Agent и Speech API в Delphi#00Xo.zip
Социально-гуманитарная литература	История	2097	Бьюри Дж.Б.	Варвары и Рим. Крушение империи	Ирландский историк, византинист, профессор новейшей истории в Кембриджском университете Джон Багнелл Бьюри посвятил свой труд истории постепенного упадка и развала Римской империи, теснимой варварами.			hum	Бьюри Дж.Б._Варвары и Рим. Крушение империи#00Xp.zip
Естествознание	Биол. Эволюция	2098	Бэккер Р.	Краснокожая хищница	Зелёная серия - 1997. Увлекательный, необычный роман профессионального палеонтолога Роберта Бэккера повествует о жизни самки динозавра эпохи Мезозоя. Читатель проживет вместе с героями книги целый год			nature	Бэккер Р._Краснокожая хищница#00Xq.zip
Социально-гуманитарная литература	История	2099	Бюттнер Т.	История Африки с древнейших времен	Книга известного немецкого (ГДР) историка Т. Бюттнер посвящена истории Африки с древнейших времен до территориального раздела континента между империалистическими державами. Написанная с марксистских			hum	Бюттнер Т._История Африки с древнейших времен#00Xr.zip
Естествознание	Биол. Этология	2100	Вааль Ф. де	Достаточно ли мы умны, чтобы судить об уме животных?	Книжные проекты Дмитрия Зимина. В течение большей части прошедшего столетия наука была чрезмерно осторожна и скептична в отношении интеллекта животных. Исследователи поведения животных либо не задумыв			nature\Вааль Ф. де	Достаточно ли мы умны, чтобы судить об уме животных#00Xs.zip
Естествознание	Биол. Этология	2101	Вааль Ф. де	Истоки морали	На протяжении многих лет всемирно известный биолог Франс де Вааль изучал жизнь шимпанзе и обезьян бонобо. В процессе исследований он выявил явные зачатки этического поведения в сообществе приматов. По			nature\Вааль Ф. де	Истоки морали#00Xt.zip
Естествознание	Биол. Этология	2102	Вааль Ф. де	Политика у шимпанзе	Политическая теория - 0. Первое издание книги Франса де Валя <Политика у шимпанзе: Власть и секс у приматов> было хорошо встречено не только приматологами за ее научные достижения, но также политиками			nature\Вааль Ф. де	Политика у шимпанзе#00Xu.zip
Естествознание	Биол. Антропогенез	2103	Вишняцкий Л.Б.	Вооруженное насилие в палеолите	Статья посвящена вопросу о существовании и интенсивности вооруженного насилия на разных стадиях палеолита. В первых двух разделах даны обзор и анализ палеоантропологических и изобразительных данных, и			nature\Вишняцкий Л.Б.	Вооруженное насилие в палеолите#00Xv.zip
Естествознание	Биол. Антропогенез	2104	Вишняцкий Л.Б.	Неандертальцы какими они были, и почему их не стало	Эта небольшая книжка посвящена неандертальцам - самым близким родственникам гомо сапиенс среди всех существ, когда-либо обитавших на нашей планете. Ни об одном другом виде ископаемых гоминид мы не зна			nature\Вишняцкий Л.Б.	Неандертальцы какими они были, и почему их не стало#00Xw.zip
Естествознание	Биол. Эволюция	2105	Войткевич Г.В.	Возникновение и развитие жизни на Земле	Планета Земля и Вселенная. В книге излагается актуальная проблема современного естествознания - происхождение жизни. Она написана на основе самых современных данных геологии, палеонтологии, геохимии и			nature	Войткевич Г.В._Возникновение и развитие жизни на Земле#00Xx.zip
Социально-гуманитарная литература	История	2106	Волков А.В.	"Карфаген. ""Белая"" империя ""чёрной"" Африки"	Столица великой державы финикийских мореплавателей Карфаген в непримиримом и многовековом противостоянии не менее великому сопернику Риму был повержен и беспощадно уничтожен. Античные источники говоря			hum	Волков А.В._Карфаген. Белая империя чёрной Африки#00Xy.zip
Естествознание	Биол. Антропогенез	2107	Вуд П.	Возникновение человека 1. Жизнь до человека	Вопросы происхождения человека, его положение и роль в природе, взаимосвязь с другими живыми организмами нашей планеты составляют содержание книги <Жизнь до человека> - первой из пяти книг серии <Возн	Возникновение человека	1	nature\Возникновение человека	1. Жизнь до человека_Вуд П.#00Xz.zip
Естествознание	Биол	2108	Гаврилов Л.Ф., Татаринов В.Г.	анатомия	Гаврилов Л.Ф., Татаринов В.Г. Анатомия / Издание второе, переработанное и дополненное - Москва: Медицина, 1986 - с.368			nature	анатомия#00Y0.zip
Естествознание	Биол. Эволюция	2109	Гремяцкий М.А.	Как возникла и развилась жизнь на Земле	На большом фактическом материале книга знакомит с основными моментами истории вопроса о происхождении и развитии жизни на Земле, излагает методы научного исследования и наиболее существенные достижени			nature	Гремяцкий М.А._Как возникла и развилась жизнь на Земле#00Y1.zip
Естествознание	Биол. Эволюция	2110	Докинз Р.	Слепой часовщик. Как эволюция доказывает отсутствие замысла во Вселенной	Династия. Как работает естественный отбор? Является ли он достаточным объяснением сложности живых организмов? Возможно ли, чтобы слепая, неуправляемая сила создала столь сложные устройства, как челове			nature\Докинз Р.	Слепой часовщик. Как эволюция доказывает отсутствие замысла во Вселенной#00Y2.zip
Естествознание	Биол. Эволюция	2111	Докинз Р.	Рассказ предка. Паломничество к истокам жизни	Известный ученый-натуралист и популяризатор науки приглашает в грандиозное путешествие длиной в четыре миллиарда лет - к истокам жизни на Земле. По мере погружения в прошлое к нам, людям, присоединятс			nature\Докинз Р.	Рассказ предка. Паломничество к истокам жизни#00Y3.zip
Естествознание	Биол. Эволюция	2112	Докинз Р.	Самое грандиозное шоу на Земле	Опубликованная в 1859 году книга Чарльза Дарвина <Происхождение видов путем естественного отбора> потрясла западное общество. Однако Дарвин едва ли мог вообразить, что поднятая им буря не уляжется даж			nature\Докинз Р.	Самое грандиозное шоу на Земле#00Y4.zip
Естествознание	Биол. Эволюция	2113	Докинз Р.	Эгоистичный ген	В книге английского автора представлен один из современных подходов к проблеме эволюции. Рассмотрены биологические основы поведения и его роль в естественном отборе. Книгу отличает блестящий, увлекате			nature\Докинз Р.	Эгоистичный ген#00Y5.zip
Естествознание	Биол	2114	Дорфман В А	Мир живой и неживой				nature	Дорфман В А_Мир живой и неживой#00Y6.zip
Естествознание	Биол. Этология	2115	Жуков Б.Б.	Введение в поведение. История наук о том, что движет животными и как их правильно понимать	Primus. На протяжении всей своей истории человек учился понимать других живых существ. А коль скоро они не могут поведать о себе на доступном нам языке, остается один ориентир - их поведение. Книга на			nature\Жуков Б.Б.	Введение в поведение. История наук о том, что движет животными и как их правильно понимать#00Y7.zip
Естествознание	Биол. Эволюция	2116	Ивахненко М.Ф.	Живое прошлое Земли	Книга посвящена современной палеонтологии - науке о жизни древних геологических эпох. Любые следы древней жизни могут рассказать много интересного: как возникла жизнь на Земле, как рыбы вышли на сушу,			nature	Ивахненко М.Ф._Живое прошлое Земли#00Y8.zip
Естествознание	Биол. Антропогенез	2117	Иди М.	Возникновение человека 2. Недостающее звено	"Вторая книга из серии ""Возникновение человека"" рассказывает о поисках фактов, относящихся к недостающему звену преемственной эволюции человека. Она посвящена австралопитековым - по убеждению подавляющ"	Возникновение человека	2	nature\Возникновение человека	2. Недостающее звено_Иди М.#00Y9.zip
Социально-гуманитарная литература	История	2118	Исаев А.В.	Операция <Багратион>. <Сталинский блицкриг> в Белоруссии	"Война и мы. К 70-летию легендарной операции <Багратион>.
Новая книга ведущего военного историка, посвященная величайшему триумфу Красной Армии. Лучшее современное исследование грандиозного наступлени"			hum\Исаев А.В.	Операция Багратион. Сталинский блицкриг в Белоруссии#00YA.zip
Социально-гуманитарная литература	История	2119	Исаев А.В.	1945. Последний круг ада. Флаг над Рейхстагом	"1945. Год Великой Победы. <Звездный час> советского народа. Дата величайшего триумфа в русской истории.
Однако финал Великой Отечественной, ожесточенная Битва за Берлин, до сих пор остается одним из"			hum\Исаев А.В.	1945. Последний круг ада. Флаг над Рейхстагом#00YB.zip
Социально-гуманитарная литература	История	2120	Исаев А.В.	Освобождение. Переломные сражения 1943 года	Как гитлеровцы оправдывали провал блицкрига баснями про <лучшего полководца Сталина генерала Мороз>, так и красноармейцы первые годы войны четко делили <фрицев> на <зимних> и <летних>, боеспособность			hum\Исаев А.В.	Освобождение. Переломные сражения 1943 года#00YC.zip
Естествознание	Биол. Эволюция	2121	Киршвинк Дж., Уорд П.	Новая история происхождения жизни на Земле	Общепринятая история происхождения жизни на Земле устарела. Двое ученых, Питер Уорд и Джозеф Киршвинк, предлагают книгу, в которой собраны все выводы последних исследований. Авторы показывают, что мно			nature	Новая история происхождения жизни на Земле#00YD.zip
Естествознание	Земля	2122		Строение и история развития литосферы	В данном - четвертом томе Трудов Международного Полярного Года (МПГ 2007/2008) отражены результаты исследований, выполненных в России, в рамках направления <Геологическая история и литосфера полярных			nature	Строение и история развития литосферы#00YE.zip
Естествознание	Биол. Антропогенез	2123	Констэбл Д.	Возникновение человека 4. Неандертальцы	"Возникновение человека - 4. Четвертая книга серии ""Возникновение человека"" посвящена непосредственному предшественнику современного человека - неандертальцу. Автор знакомит читателя с историей открыти"	Возникновение человека	4	nature\Возникновение человека	4. Неандертальцы_Констэбл Д.#00YF.zip
Социально-гуманитарная литература	Психология	2124	Коэн Л.	Почему девочки не хуже мальчиков разбираются в математике	"Так кто все-таки сильнее в математике - девочки или мальчики? Чем занят ваш мозг, в то время пока вы спите? И как объяснить ощущение дежавю?
Лоран Коэн - профессор, нейрофизиолог, специалист по иссле"			hum	Коэн Л._Почему девочки не хуже мальчиков разбираются в математике#00YG.zip
Естествознание	Биол. Этология	2125	кудрявцева н.н., Маркель А.л., Орлов Ю.Л.	АГРЕССИВНОЕ ПОВЕДЕНИЕ: ГЕНЕТИКО-ФИЗИОЛОГИЧЕСКИЕ МЕХАНИЗМЫ	Новосибирск: Федеральный исследовательский центр Институт цитологии и генетики Сибирского отделения Российской академии наук, 2014 С.: 1133-1155			nature	АГРЕССИВНОЕ ПОВЕДЕНИЕ - ГЕНЕТИКО-ФИЗИОЛОГИЧЕСКИЕ МЕХАНИЗМЫ#00YH.zip
Естествознание	Биол	2126	Кэрролл Ш.Б.	Закон <джунглей>	"Санкт-Петербург: «Питер», 2016
Как работает жизнь? Как природа знает, сколько зебр и львов должно жить в саванне или сколько рыб должно плавать в океане? Откуда наш организм знает, сколько эритроцитов должно быть в крови? Шон Кэрролл – американский биолог, ведущий специалист в области эво-дево – рассказывает нам невероятно интересную историю открытий. Сокровенные тайны природы – законы, которые управляют количеством клеток в наших телах, животных и растений в дикой природе. Самое удивительное в этих правилах то, что они похожи и подчиняются одной логике – логике жизни. Кэрролл рассказывает о том, как знания законов функционирования человеческого тела стимулировали появление лекарств и подводит нас к мысли, что настало время использовать законы «джунглей», чтобы исцелить нашу больную планету.
Смелый и вдохновляющий труд одного из самых знаменитых биологов и одаренных популяризаторов науки рассказывает про законы жизни во всех формах, проявлениях и масштабах. Прочитайте эту книгу, и ваш взгляд на мир изменится."	New Science		nature\Кэрролл Ш.Б.	Закон джунглей#00YI.zip
Естествознание	Биол	2127	Лаздин а.В.	Электричество в жизни рыб	Человек и окружающая среда. Книга посвящена интересному, по малоизученному явлению - способности рыб генерировать, воспринимать и использовать электрические поля в целях ориентации и общения. В книге			nature	Лаздин а.В._Электричество в жизни рыб#00YJ.zip
Социально-гуманитарная литература	Этнология	2128	Лобжанидзе а.А.	Этнокультурные регионы мира	Учебное пособие знакомит читателя с историко-культурными регионами мира. Главная цель - познакомить студентов с этнокультурной картиной современного населения Земли, представить все многообразие расов			hum	Лобжанидзе а.А._Этнокультурные регионы мира#00YK.zip
Естествознание	Биол. Эволюция	2129	Лэйн Н.	Лестница жизни. Десять величайших изобретений эволюции	Элементы. Как возникла жизнь? Откуда взялась ДНК? Почему мы умираем? В последние десятилетия ученые смогли пролить свет на эти и другие вопросы происхождения и организации жизни. Известный английский			nature\Лэйн Н.	Лестница жизни. Десять величайших изобретений эволюции#00YL.zip
Естествознание	Биол. Эволюция	2130	Лэйн Н.	Энергия, секс, самоубийство	Испокон веков люди обращали взоры к звездам и размышляли, почему мы здесь и одни ли мы во Вселенной. Нам свойственно задумываться о том, почему существуют растения и животные, откуда мы пришли, кто бы			nature\Лэйн Н.	Энергия, секс, самоубийство#00YM.zip
Социально-гуманитарная литература	История	2131	Майлз Р.	Карфаген должен быть разрушен	"Страницы истории. Карфаген:
Наследник цивилизации финикийских мореплавателей, основавших множество колоний.
Богатейший город на западном средиземноморском побережье Африки, обладающий могучим флотом"			hum	Майлз Р._Карфаген должен быть разрушен#00YN.zip
Естествознание	Земля	2132	Макдугалл Дж. Д.	Краткая история планеты Земля: горы, животные, огонь и лед	Сознание человека не в состоянии охватить глобальные катастрофы, пережитые нашей планетой за миллиарды лет существования. Рождались и гибли океаны, вырастали и рушились горные цепи... С лица земли исч			nature	Макдугалл Дж. Д._Краткая история планеты Земля#00YO.zip
Естествознание	Земля	2133	Малахов А.А.	Под покровом мантии	"Кипящая жидкая магма или сверхтвердое вещество? Невообразимо высокие температуры или холод, близкий к абсолютному нулю?..
В самом деле, что же собой представляют недра Земли, какие тайны скрываются п"			nature	Малахов А.А._Под покровом мантии#00YP.zip
Естествознание	Биол. Эволюция	2134	Марков а.В.	Эволюция кооперации и альтруизма	"Эволюция кооперации и альтруизма: от бактерий до человека. 2009.
Способность принести свою выгоду в жертву ради общего блага свойственна не только человеку. Расширенная версия доклада Александра Марк"			nature\марков а.в	Эволюция кооперации и альтруизма#00YQ.zip
Естествознание	Биол. Эволюция	2135	Мартин Р.	Как мы делаем это. Эволюция и будущее репродуктивного поведения человека	В наше время, когда медицина и биотехнологии все больше вторгаются в сферы зачатия, родов и заботы о детях, как никогда важно разобраться в том, как эти процессы возникли и развивались у нашего вида в			nature	Мартин Р._Как мы делаем это. Эволюция и будущее репродуктивного поведения человека#00YR.zip
Социально-гуманитарная литература	Соц. Экология	2136	Медоуз Д., Рандерс Г., Медоуз Д.	Пределы роста. 30 лет спустя	Третье издание монографии - это продолжение книг <Пределы роста> и <За пределами роста>, первая из которых вышла в 1972 году и стала международным бестселлером. В книге отражены результаты дальнейших			hum	Пределы роста. 30 лет спустя#00YS.zip
Естествознание	Биол. Эволюция	2137	Мейен С.В.	Из истории растительных династий	"        Книга кандидата геолого-минералогических наук С. В. Мейена охватывает широкий круг вопросов. В ней рассказывается о палеоботанике и ученых, которые работают в этой области науки; о древнейших"			nature	Мейен С.В._Из истории растительных династий#00YT.zip
Социально-гуманитарная литература	Этнология	2138	Миклухо-Маклай Н.Н.	Путешествие на берег Маклая	Знаменитый русский путешественник и этнограф Николай Н. Миклухо-Маклай (1846-1888) открыл цивилизованному миру уникальную природу Новой Гвинеи и экзотическую культуру населявших ее аборигенов.			hum	Миклухо-Маклай Н.Н._Путешествие на берег Маклая#00YU.zip
Естествознание	Космос	2139	Миллер А.	Империя звезд, или Белые карлики и черные дыры	Артур Миллер, известный американский историк науки (сейчас живет в Лондоне), повествует о выдающихся открытиях астрофизиков XX века. В центре рассказа - судьба индийского физика, лауреата Нобелевской			nature	Миллер А._Империя звезд, или Белые карлики и черные дыры#00YV.zip
Социально-гуманитарная литература	История	2140	Можейко И.В.	Тайны древнего мира	"Можейко, Игорь Всеволодович (1934-2003).
Тайны древнего мира : [для среднего школьного возраста] / Игорь Можейко. - Москва : ACT : Астрель, 2011. - 253, [1] с. : ил.; 21 см. - (Внеклассное чтение).;

Неандертальцы и кроманьонцы, древние персы и египтяне, загадочные хетты и скифы - им посвятил свою книгу Игорь Можейко, известный всем под псевдонимом Кир Булычев.
Как первобытные люди делали свои ор"			hum	Можейко И.В._Тайны древнего мира#00YW.zip
Социально-гуманитарная литература	История	2141	Морозов М.	"Операция ""Вундерланд"""				hum	Морозов М._Операция Вундерланд#00YX.zip
Естествознание	Биол. Эволюция	2142	Мосевицкий М.И.	Распространенность жизни и уникальность разума?	Исследование самых ранних осадочных пород показывает, что клеточные формы жизни присутствовали на Земле около 3.85 млрд лет тому назад, т. е. появились вскоре после создания совместимых с жизнью услов			nature	Мосевицкий М.И._Распространенность жизни и уникальность разума#00YY.zip
Социально-гуманитарная литература	История	2143	Мосунов В.	Битва за Ленинград. Неизвестная оборона	"К 70-ЛЕТИЮ ПОЛНОГО СНЯТИЯ БЛОКАДЫ ЛЕНИНГРАДА. Вся правда о величайшей трагедии и бессмертном подвиге города-героя в Великой Отечественной войне.
<Ядовитое гнездо - Петербург должен исчезнуть с лица з"			hum	Мосунов В._Битва за Ленинград. Неизвестная оборона#00YZ.zip
Социально-гуманитарная литература	История	2144	Мочалов М.Ю.	Ассирийская держава. От города-государства - к империи	"History files. Предлагаемая работа - это попытка систематичного изложения многовековой истории Древнеассирийской державы.
Возникший на месте поселения скотоводов, крохотный полис Ашшур через нескольк"			hum	Мочалов М.Ю._Ассирийская держава. От города-государства - к империи#00Ya.zip
Естествознание	Биол. Антропогенез	2145	Невзоров а.Глебович	Происхождение личности и интеллекта человека	В этой книге Александр Невзоров - режиссер, сценарист, писатель, член Всероссийского научного общества анатомов, гистологов и эмбриологов - предлагает отчетливые, развернутые трактовки таких понятий,			nature	Происхождение личности и интеллекта человека#00Yb.zip
Естествознание	Биол. Эволюция	2146	Никитин М.А.	Происхождение жизни. От туманности до клетки	Поражаясь красоте и многообразию окружающего мира, люди на протяжении веков гадали: как он появился? Каким образом сформировались планеты, на одной из которых зародилась жизнь? Почему земная жизнь осн			nature	Никитин М.А._Происхождение жизни. От туманности до клетки#00Yc.zip
Естествознание	Биол. Эволюция	2147	Опарин а.И.	Происхождение жизни	Научно-Популярная Библиотека. Академик А. И. Опарин в книге <Происхождение жизни> популярно рассказывает, как современное естествознание раскрывает закономерности возникновения и развития жизни на Зем			nature	Опарин а.И._Происхождение жизни#00Yd.zip
Естествознание	Биол. Этология	2148	Палмер Дж., Палмер Л.	Эволюционная психология. Секреты поведения Homo sapiens	Эволюционно-психологический подход, освоенный вами с помощью этого издания, позволит понять и объяснить самые глубокие феномены человеческого поведения: любовь и ревность, гневливость и сострадание, д			nature	Эволюционная психология. Секреты поведения Homo sapiens#00Ye.zip
Естествознание	Космос	2149	Петров а.Н.	Гравитация. От хрустальных сфер до кротовых нор	В книге рассказывается о развитии представлений о тяготении за всю историю науки. В описании современного состояния гравитационной теории основное внимание уделено общей теории относительности, но рас			nature	Петров а.Н._Гравитация. От хрустальных сфер до кротовых нор#00Yf.zip
Техническая литература	Инф. Python	2150	Пилигрим М.	Погружение в Python 3	http://ru.wikisource.org/wiki/Погружение_в_Python_3_(Пилгрим)			tech	Пилигрим М._Погружение в Python 3#00Yg.zip
Социально-гуманитарная литература	История	2151	Подволоцкий А.А.	Тысячелетие России. Тайны Рюрикова Дома	От Руси к империи. В новой историко-публицистической книге Андрея Подволоцкого <Тысячелетие России. Тайны Рюрикова Дома> рассказывается о якобы хорошо известных страницах российской и украинской истор			hum	Подволоцкий А.А._Тысячелетие России. Тайны Рюрикова Дома#00Yh.zip
Техническая литература	Инф. Delphi	2152	Подольский С.	Разработка интернет-приложений в Delphi				tech	Подольский С._Разработка интернет-приложений в Delphi#00Yi.zip
Естествознание	Космос	2153	Попов С.Б.	Суперобъекты. Звезды размером с город	Книга посвящена нейтронным звездам - единственным астрономическим объектам, исследования которых отмечены уже двумя Нобелевскими премиями по физике, и еще две - на подходе. Это говорит о том, что имен			nature\Попов С.Б.	Суперобъекты. Звезды размером с город#00Yj.zip
Естествознание	Биол. Антропогенез	2154	Придо Т.	Возникновение человека 5. Кроманьонский человек	"Возникновение человека - 5. Пятая книга серии ""Возникновение человека"" посвящена завершающему этапу биологической эволюции человека.
В ней рассказывается о появлении и деятельности первых представите"	Возникновение человека	5	nature\Возникновение человека	5. Кроманьонский человек_Придо Т.#00Yk.zip
Естествознание	Биол. Эволюция	2155	Розанов А.Ю.	Что произошло 600 миллионов лет назад	От молекулы до организма. В истории развития органического мира Земли было несколько важнейших событий, таких, как возникновение жизни, появление эвкариот, затем многоклеточных организмов. 600 миллион			nature	Розанов А.Ю._Что произошло 600 миллионов лет назад#00Yl.zip
Социально-гуманитарная литература	Соц. Политика	2156	Саррацин Т.	Германия: самоликвидация	Политика (АСТ). Самый скандальный германский политик, автор сенсационного супербестселлера с говорящим названием <Германия: самоликвидация>, Тило Саррацин, практически изгнанный за публикацию своих не			hum\Саррацин Т.	Германия - самоликвидация#00Ym.zip
Социально-гуманитарная литература	Соц. Политика	2157	Саррацин Т.	Европе не нужен евро	Политика (АСТ). Самый скандальный германский политик, автор сенсационного супербестселлера с говорящим названием <Германия: Самоликвидация>, Тило Саррацин, практически изгнанный за публикацию своих не			hum\Саррацин Т.	Европе не нужен евро#00Yn.zip
Социально-гуманитарная литература	История	2158		Крестовый поход на Россию	Восточноевропейские земли своей красотой и природными богатствами издревле привлекали к себе внимание чужеземных захватчиков, как со стороны Азии, так и со стороны Западной Европы. Знаменитый лозунг <			hum	Крестовый поход на Россию#00Yo.zip
Естествознание	Биол. Эволюция	2159	Сергеев Б.Ф.	От амёбы до гориллы, или Как мозг учился думать	Изучение человеческого мозга - одной из глубочайших загадок природы - путь к научному познанию человека. Пытаясь проникнуть в тайны <второй Вселенной>, как называют мозг, ученые исследуют психические			nature\Сергеев Б.Ф.	От амёбы до гориллы, или Как мозг учился думать#00Yp.zip
Социально-гуманитарная литература	История	2160	Синеокий Д.А.	Рай на краю земли (Отчет о третьей доледниковой экспедиции)	Синеокий Д.А. С38 Рай на краю земли (Отчет о третьей доледниковой экспедиции) / Д.А. Синеокий. - М. : ФЛИНТА : Наука, 2013. - 144 с.			hum\Синеокий Д.А.	Рай на краю земли (Отчет о третьей доледниковой экспедиции)#00Yq.zip
Социально-гуманитарная литература	История	2161	Синеокий Д.А.	Бореальная культура позднего палеолита как свидетельство первой европейской цивилизации	Работа подводит итог пятилетним исследованиям (2008-2012 гг.) петроглифов на северо-западе нашей страны, выполненным автором и его соратниками. В предыдущих работах автора был определен доледниковый в			hum\Синеокий Д.А.	Бореальная культура позднего палеолита как свидетельство первой европейской цивилизации#00Yr.zip
Естествознание	Биол. Антропогенез	2162	Соколов а.Б.	Мифы об эволюции человека	Отрекся ли Чарльз Дарвин в конце жизни от своей теории эволюции человека? Застали ли древние люди динозавров? Правда ли, что Россия - колыбель человечества, и кто такой йети - уж не один ли из наших п			nature\Соколов а.Б.	Мифы об эволюции человека#00Ys.zip
